Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,ReturnToLongTerm,FileRestored
4596744,98dab42a-abf2-42bb-8fa0-adcfe089b2f9,45368668777.wav,ddf0b9fa-533e-4f82-b5cb-b6d5d325dcde,Sun Mar 17 2019 22:20:29 GMT+0530 (India Standard Time),Thu May 16 2019 22:22:28 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 23 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,1552d144-a04e-4f6e-a475-6a510a4788af,95295162267.wav,9044a8d1-c17c-47e3-b5a6-4fd97cefca9a,Mon Jul 01 2019 23:37:22 GMT+0530 (India Standard Time),Fri Aug 30 2019 23:37:52 GMT+0530 (India Standard Time),Invalid Date,6,Fri Sep 20 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,722d4e41-9c18-4150-9f7d-a01826cd3794,44729215339.wav,84155308-d89e-4388-ba92-f26baa81956a,Tue Feb 12 2019 00:14:23 GMT+0530 (India Standard Time),Sat Apr 13 2019 00:15:46 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,33e7a920-4427-4fb2-8194-29230220b1d4,44728519893.wav,59a17223-ab51-4939-bda2-b2208d5c31b7,Mon Feb 11 2019 20:49:15 GMT+0530 (India Standard Time),Fri Apr 12 2019 20:49:47 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,8d637b16-5d05-4017-87bc-f2a9c49fbf1e,44845179672.wav,08072422-0332-4e92-979d-b3b6fb97c896,Sat Feb 16 2019 01:36:12 GMT+0530 (India Standard Time),Wed Apr 17 2019 01:37:58 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 19 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,93cce49b-adcc-45f8-b661-22224f2debe4,44728919074.wav,6c75c8e0-6349-45fd-bf2a-37e206fa44a9,Mon Feb 11 2019 22:48:48 GMT+0530 (India Standard Time),Fri Apr 12 2019 22:50:50 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,cdb93882-575d-47c1-aa0d-1490335f391d,95548571816.wav,6c63fab1-9e18-4584-a39b-fd6bcd9ce7be,Sat Jul 13 2019 00:14:46 GMT+0530 (India Standard Time),Wed Sep 11 2019 00:15:55 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,054070a5-5ef1-4bcc-92db-654aa98277b2,44729073295.wav,c06d2ca9-8c0d-431e-9729-bb4ba5f4bdcf,Mon Feb 11 2019 23:38:06 GMT+0530 (India Standard Time),Fri Apr 12 2019 23:38:48 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,34f4ab33-4447-41e3-8fbf-f1277b73a5b2,95351063764.wav,eee9fd19-d95d-4643-8e1b-b13a878d27a9,Wed Jul 03 2019 02:52:56 GMT+0530 (India Standard Time),Sun Sep 01 2019 02:53:51 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,079934c4-edc1-4815-bb14-e26cb6f0c65f,44728413275.wav,45e36ee7-a57f-4394-9ed7-de2cacb1d142,Mon Feb 11 2019 19:47:11 GMT+0530 (India Standard Time),Fri Apr 12 2019 19:47:47 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,cb3d77ad-dbab-438b-a901-47bc22a824be,44750737910.wav,4cd32b99-6f63-489f-ad5b-263473fafd09,Tue Feb 12 2019 03:01:01 GMT+0530 (India Standard Time),Sat Apr 13 2019 03:02:47 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,0a069a83-26b9-45a3-beea-eb56440d7bc3,44728351296.wav,29308c68-2458-4a25-981d-3be2eabdbeaa,Mon Feb 11 2019 19:05:27 GMT+0530 (India Standard Time),Fri Apr 12 2019 19:06:46 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
