Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,ReturnToLongTerm,FileRestored
4597300,40918148-54b0-4fe9-9574-763d9c044caa,96299009240.wav,6f26cfc7-21be-4b3a-a563-70ac2885b60a,Wed Aug 21 2019 03:00:05 GMT+0530 (India Standard Time),Wed Sep 04 2019 03:01:53 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,ffeaa360-cd74-4a6a-b443-84b8be27b77e,96135989352.wav,b3819120-6231-4af2-9259-a0e0c8beca0e,Mon Aug 12 2019 19:14:37 GMT+0530 (India Standard Time),Mon Aug 26 2019 19:15:50 GMT+0530 (India Standard Time),Invalid Date,6,Sun Sep 29 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,4cb1e071-ea6a-45bf-91d7-c9125c60c472,5069896930.wav,6a9228ce-eb40-467b-a498-637e09c58539,Thu Apr 18 2019 01:00:29 GMT+0530 (India Standard Time),Sat May 18 2019 01:02:32 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,102921a5-140a-496d-b11f-4ce760ebafd0,5088592147.wav,e03bb3fe-68a5-43c9-ac1a-a90071dd1afa,Wed May 08 2019 22:32:42 GMT+0530 (India Standard Time),Fri Jun 07 2019 22:34:34 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 28 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,a9f805e5-1568-4fac-8b64-e2992e204b5b,95102176527.wav,223144e7-9341-4791-bd1c-52fbd582fcf5,Thu Jun 20 2019 22:53:56 GMT+0530 (India Standard Time),Mon Jul 15 2019 03:33:44 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 28 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,2308ac39-d83a-4dda-88a7-1641d60ba489,96436325553.wav,03694854-7a9f-4445-af20-5b1948a2e438,Tue Aug 27 2019 21:04:22 GMT+0530 (India Standard Time),Tue Sep 10 2019 21:05:57 GMT+0530 (India Standard Time),Invalid Date,6,Tue Oct 01 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,265815a0-12bb-4166-bc59-65fad3ebcb07,96165646486.wav,159d649b-f791-4b6c-95f0-ab2062356b2f,Tue Aug 13 2019 23:27:27 GMT+0530 (India Standard Time),Tue Aug 27 2019 23:27:52 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,a5469335-477c-4f2b-93d4-8a4b3800d320,96142222090.wav,63dac8c5-68d5-4a71-a7c9-ab1e08c4ea2e,Tue Aug 13 2019 19:13:39 GMT+0530 (India Standard Time),Tue Aug 27 2019 19:15:51 GMT+0530 (India Standard Time),Invalid Date,6,Thu Oct 03 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,b88cab1b-6ce1-4125-b1be-fd112ebb2564,96165892165.wav,2725d239-9b4c-4bf4-b860-50af3eac6702,Wed Aug 14 2019 01:38:12 GMT+0530 (India Standard Time),Wed Aug 28 2019 01:39:48 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,d3ab2492-eaf8-40ef-868b-2aa3d7a531f9,96436440998.wav,03e55431-6528-4d88-ba6c-bb5be706c512,Tue Aug 27 2019 22:03:25 GMT+0530 (India Standard Time),Tue Sep 10 2019 22:03:55 GMT+0530 (India Standard Time),Invalid Date,6,Sun Sep 22 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,f7008ea5-1f7c-4d5a-b233-30a47bd04469,96594838604.wav,2bf9bcc6-8831-4d23-bd16-b7dcef28b497,Wed Sep 04 2019 23:25:23 GMT+0530 (India Standard Time),Wed Sep 18 2019 23:25:57 GMT+0530 (India Standard Time),Invalid Date,6,Fri Oct 04 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,1bcb933d-d62d-44b3-b66b-c8bf90669350,4916900750.wav.previous,88cfe12b-bee5-4905-9ac2-e4988782eb82,Sat Oct 20 2018 00:21:19 GMT+0530 (India Standard Time),Sat Jan 19 2019 21:24:52 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 28 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,4b5f39fa-5fe6-480a-9788-7ba8e14025d1,5067489974.wav,3b8ad0f1-5295-4b53-bd61-f2325811672f,Mon Apr 15 2019 21:51:46 GMT+0530 (India Standard Time),Wed May 15 2019 21:52:30 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 28 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,b3b1ef9f-a7ba-4dfd-bebc-d82137a85157,95900122353.wav,bcf25f9e-7ece-4ded-9630-f8c8a8ec29c2,Wed Jul 31 2019 21:47:56 GMT+0530 (India Standard Time),Wed Aug 14 2019 21:49:49 GMT+0530 (India Standard Time),Invalid Date,6,Fri Sep 27 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,766a61f4-3dde-478b-87fc-361bdd9ebb49,96103907482.wav,b53512af-2161-44f7-add9-a5dffa130f11,Sat Aug 10 2019 06:49:03 GMT+0530 (India Standard Time),Sat Aug 24 2019 06:49:48 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,3a3f3b7a-72af-4467-8751-3d039f138741,4995187819.wav,7f68f294-48c3-4af3-87d3-8bd9b8885388,Wed Jan 16 2019 22:07:25 GMT+0530 (India Standard Time),Fri Feb 15 2019 22:08:34 GMT+0530 (India Standard Time),Invalid Date,6,Mon Oct 07 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,84a9bfe7-017c-4fbe-a830-b3e69b56b681,95665219957.wav,ce1e7ef8-e2e6-47cf-b923-953fbf367cdd,Fri Jul 19 2019 17:43:08 GMT+0530 (India Standard Time),Fri Aug 02 2019 17:43:44 GMT+0530 (India Standard Time),Invalid Date,6,Fri Sep 27 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,4324e9e1-ead4-4e06-b023-959482540d00,5005806988.wav,c6170ba6-0b6e-4255-881e-eb5818d64afd,Tue Jan 29 2019 20:59:34 GMT+0530 (India Standard Time),Thu Feb 28 2019 21:00:37 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,e5d2e407-52b3-4a16-b4c1-019fe57143b0,95926769728.wav,33156f3e-7f6f-484f-884c-5690677b5d04,Fri Aug 02 2019 00:29:39 GMT+0530 (India Standard Time),Fri Aug 16 2019 00:31:50 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4597300,b849a585-3da8-45bf-bc3d-4233928a47c6,96635598905.wav,26a7d685-06ab-40d9-abe7-322cf78a9342,Fri Sep 06 2019 04:42:26 GMT+0530 (India Standard Time),Fri Sep 20 2019 04:43:54 GMT+0530 (India Standard Time),Invalid Date,6,Sun Oct 06 2019 05:30:00 GMT+0530 (India Standard Time),
