Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,FileRestored,ReturnToLongTermDate
4597300,15bffe58-12db-42a1-bdca-8ebf51d3cc24,96142236929.wav,5e86610a-d8fb-4346-97c8-99378a8ec2c7,1565704476399,1566914153947,,6,,1569628800000
4597300,eae85df1-25e7-45ab-a237-e2909321cda1,5074533727.wav,a23615a6-f239-4a57-8e16-c84ec2d54c02,1556053685781,1558645713223,,6,,1570233600000
4597300,965267ad-0275-4f11-b9b9-9cfc3272ac90,95948567092.wav,01723fe9-2455-44e7-8f2d-8a5837382a1a,1564755361809,1565965068400,,6,,1569024000000
4597300,1afe286a-88eb-4ba7-9007-196aac541044,95728448221.wav,295913ac-7658-4cc9-a00f-c5f4ca0df44c,1563921750929,1565131428418,,6,,1569196800000
4597300,20ac3989-42bf-4355-a2a9-bbdce163a469,5111329813.wav,7253d57f-2a49-4ffe-ab09-59ab2773d6e5,1559408678699,1562000796873,,6,,1570752000000
4597300,ea9f25b5-b5c4-4cb7-9583-efb06b9d99bf,96217933578.wav,f88f5aec-f161-406f-90ba-467acb87b43a,1565887361323,1567097030325,,6,,1569628800000
4597300,c1106d84-a651-4284-b81e-21758f55043c,95315972350.wav,a3201a1f-75b0-492c-aae9-13a1dbe20839,1562004714020,1563530387351,,6,,1570752000000
4597300,5ec3ea1a-d3a1-418f-b400-da354c9cc2ec,96466176786.wav,186700b5-2049-4ec4-8682-036c4b691c83,1566950050714,1568159751678,,6,,1569542400000
4597300,e0ec4334-c7bf-472f-a7f4-8203845d13ab,96361911881.wav,fac13b9a-fc09-4813-aa46-87f920ce8a25,1566570953272,1567780673455,,6,,1569715200000
4597300,9079130d-f38b-4ee0-8336-91a00c33b181,95880606257.wav,a9dd7855-869c-41c0-9cbc-206271392888,1564495777693,1565705507570,,6,,1570233600000
4597300,80e91139-9ea1-47ac-9a95-35a99eef67fb,96352470802.wav,9b6dc312-32eb-482c-a01d-dae04f451923,1566511226691,1567720913281,,6,,1569628800000
4597300,52be418f-eac4-46d6-a974-4752fad767e9,95693327212.wav,52f75ea1-fc5e-483f-b6b3-2b93093969e8,1563805456360,1565015146668,,6,,1569456000000
4597300,99ff2893-bc97-4c2e-a0ec-3b6f19cc017e,96135791172.wav,af777be2-b466-45cf-b617-b1424337a4e3,1565570089547,1566779750610,,6,,1568937600000
4597300,e482afaa-a252-4286-be50-858d3537b655,95968943006.wav,4b9e0294-be13-4003-9bea-271139213838,1565019407183,1566229068142,,6,,1569110400000
4597300,af965341-09ab-4ab4-8d3a-0bee1fa30bb1,95949036634.wav,01382590-9849-46a4-87da-823c8159a4e5,1564865105786,1566074750692,,6,,1570147200000
4597300,4ef70ac8-5fb4-4483-bea6-06cb7d76fa79,96410522164.wav,652d4f30-28f4-463d-b46c-92ec1af2a9e7,1566752228446,1567961872728,,6,,1570233600000
4597300,0d8a815a-cb0f-446e-8de0-e3e3d21c8211,96410505373.wav,8ce97ece-17b9-4752-bda6-4f4b27061d90,1566749593145,1567959231706,,6,,1570233600000
4597300,432dea69-ac64-4a0e-838d-558065cedbbc,96141806109.wav,66d74b15-a112-4a65-84e0-a5e3701f2701,1565645793192,1566855471064,,6,,1569628800000
4597300,8b75e920-2db7-4569-b74b-9660540b13e4,4924319526.wav,4267c045-aa51-4071-8824-6c8d8192060e,1540836342019,1548612404920,,6,,1570406400000
4597300,a7fef45f-0391-40be-b22a-80f9c1220655,96318788620.wav,b57c6f94-bb6f-4532-901a-2182c87d526d,1566408238958,1567617954315,,6,,1569456000000
4597300,99ab4380-c560-4447-bd6f-9d06ebcfbd9f,5122950233.wav,ebb4d02f-22cc-49c7-90df-777f52cad8e3,1560437875293,1563547065741,,6,,1570752000000
4597300,bb1208ab-faae-4b1f-a672-c8bfc2fd2a6d,96617645001.wav,bfd83a08-f76d-4641-8c80-b9bb65163e7f,1567692460220,1568902197004,,6,,1570233600000
4597300,f43c06ab-b190-4df5-8fee-9f219c4dbcaf,96650940137.wav,c953175b-965d-46e8-9384-0aabb84b174c,1567816707289,1569026393556,,6,,1570406400000
4597300,3c832cd1-026f-4907-b2bf-187c2cae82fa,96618339896.wav,8564c74e-5943-4571-b979-96ba5f3fde63,1567714489526,1568924159678,,6,,1570320000000
4597300,74634d1f-ea54-4db1-bfd6-0055f60fcbd0,96218243678.wav,6ef9d703-3b24-4220-bb94-f74656d27994,1565897834301,1567107470781,,6,,1569456000000
4597300,94ab9373-2111-41a3-a070-c8fc51f8e3e2,96226472596.wav,f6494e44-adaa-481f-a632-8781b24f0b65,1565985536852,1567195194108,,6,,1569628800000
4597300,b1259e6b-693e-4de0-998f-c5108756e9e1,96318633355.wav,1af75cc2-5012-4679-beca-9278c36b4787,1566403472861,1567613154252,,6,,1569456000000
4597300,4b68326c-533b-4cc7-bf41-6487806b9ce6,5132922894.wav,adb954c9-4dda-47df-8311-f7b70c21ddc3,1546640846075,1549799213132,,6,,1570233600000
4597300,f747c5b2-ce9f-43e4-aefc-d9d000d0e41d,96165642864.wav,26399369-d22b-462f-a34e-8ac90cf2c97d,1565718740979,1566928433973,,6,,1569456000000
4597300,a0be31d4-4a4b-4e0e-b4da-f0e150602a93,96680198587.wav,caa0bd68-7e9f-44e2-8047-e1e06c14741a,1568040327890,1569250678285,,6,,1570147200000
4597300,5113aea3-f6e8-4a35-a17f-24d447a0704f,4939532265.wav,7674b89f-0f26-4564-8150-e8b62491d538,1542235290916,1549485142615,,6,,1570752000000
4597300,ed1f6ed3-bb85-411a-8f02-3ce608944799,96705657222.wav,4c6ebb40-d874-4bf3-926d-01411d90f4c7,1568054356482,1569263994705,,6,,1570233600000
4597300,fad88605-22ab-4e08-b7cf-3cc5680d1401,96535693282.wav,0473effb-30ad-4e26-aa13-7221ac90d3ff,1567197334443,1568407077864,,6,,1569715200000
4597300,3a257009-529f-49cc-a8aa-e6ec5a4232b7,95504984205.wav,01ecce59-0a1a-492c-b79a-18b5118a1c95,1562850191409,1564059827415,,6,,1569715200000
4597300,efba80b5-dc27-4de3-9e70-72d6797a2b14,96725676447.wav,a935093f-5adb-40ee-a46c-e25c21b43b16,1568129692590,1569339359081,,6,,1570838400000
4597300,7dcf72e3-af04-449b-9b35-f68b93ddcfc4,96078674148.wav,abe3e0af-3aea-4d3c-8a99-77967fc04082,1565309634941,1566519347693,,6,,1570147200000
4597300,c0395791-7763-43c7-82be-f723d44f1d41,96595352890.wav,9dc40a98-947e-48f0-b8e8-27c8ea3649cd,1567641515734,1568851195241,,6,,1569715200000
4597300,b9b03ae8-e401-44ad-b4fd-551982ddc7ef,5087890241.wav,8011f779-6574-41a9-9eda-0ddb51eb1ca9,1557267278748,1559867072485,,6,,1568937600000
4597300,787d1866-c318-4276-93a7-58fb1fcc6c30,4925466493.wav,4bcab2cb-50f7-438e-9bde-15742dac5a94,1540925761876,1548701865554,,6,,1569628800000
4597300,c265979c-ed6b-470b-8d56-bd9e13061446,96298866687.wav,dc778cb1-fbc6-4d84-9564-92e1e3a8b42b,1566331747810,1567541390962,,6,,1568937600000
4597300,6b8f711c-5324-4a94-a0f7-e714fb86bc87,96680149168.wav,360be950-e1ef-452d-bbeb-bb88543c5c98,1568038189560,1569247864067,,6,,1570147200000
4597300,cfbbd35b-4eee-4527-9e86-dcb22ac4e568,96501463577.wav,c6acadcd-139d-410d-92e4-9828dedfa303,1567111853787,1568321514784,,6,,1569888000000
4597300,fac12c1a-527c-420a-93e1-9fa19fc77ef9,4960137607.wav,ab3cb908-d952-4357-bc43-b0a0daebb623,1544121795661,1549293530594,,6,,1570406400000
4597300,2e53e689-2d04-49b0-9013-31f3a4b338f2,96469560999.wav,63057bee-2237-4a64-a721-9286f2e569b6,1567005769270,1568215435467,,6,,1570406400000
4597300,ffe83e9e-1815-4dea-9f15-455dc2ff2de8,96141906731.wav,327d73f4-ccf8-4f89-8993-46192603a721,1565650418602,1566860150788,,6,,1569110400000
4597300,ebc7bf7e-d3fe-45a4-b2be-8b3f97342814,96436327267.wav,f876d37a-fd1f-487e-a802-d4895982574e,1566920248197,1568129878370,,6,,1569024000000
4597300,8d3d340a-6529-4b7c-a3ec-a9891cda201c,96362423527.wav,42d83c88-7b20-49ec-9e36-371f7d16af93,1566588658284,1567798311532,,6,,1569888000000
4597300,74b4219c-4f64-4916-bab0-da3e5bb3a839,96470154709.wav,d00d93b7-fa1b-46e4-a3ee-15f58fa4853e,1567024379704,1568234035432,,6,,1569196800000
4597300,8b525c4e-da78-4abf-879b-3623bb16bc4d,96382849170.wav,fb7dd2f9-a3cf-42b4-8008-4e1e01c14c06,1566613273331,1567822910191,,6,,1570233600000
4597300,cd984180-b03a-4cc0-8c46-6f645c3a8095,96725684760.wav,354d2c5c-c1eb-40d6-9ec3-61e062a6d740,1568129852343,1569339597016,,6,,1570752000000
