Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,FileRestored,ReturnToLongTermDate
4596744,12c10d37-5363-496d-b01d-3e80835d823e,44728962968.wav,6701dd4a-fdb7-479f-afe2-6740760cb77a,1549906262057,1555090309469,,6,,1569456000000
4596744,bffc241c-2293-443e-aa49-c4eb9d44ae2b,95570573714.wav,ad7aed93-b474-4662-8093-bea72d901d99,1563190582154,1568374671420,,6,,1569974400000
4596744,a581fcb5-aa1b-461b-bbde-845094eb8943,44728354944.wav,5e95e39c-d268-4fe2-a0c2-125a1520d105,1549892370513,1555076512567,,6,,1569456000000
4596744,96915359-10f4-4987-bcca-0e67093eaed4,44728415345.wav,d14ba335-0e0f-406d-a858-ea712b16767b,1549894544401,1555078551549,,6,,1569456000000
4596744,ffac0bc6-2c1b-484b-8fa6-f7cc71adacb5,95412984749.wav,4a96311b-8d73-45c1-832f-35f686907a82,1562589738641,1567773828668,,6,,1569974400000
4596744,bd10a052-5f50-4709-b7aa-149b209de150,44750741609.wav,2e0b1d86-e0fd-4e60-bd24-21ecb2ea9188,1549920755074,1555104887988,,6,,1569456000000
4596744,e82fd38b-3690-46bc-ab6a-905261bc4ecb,44728340945.wav,20ecbfb1-a0fa-4a63-930e-6fcfa0a52483,1549891155089,1555075248949,,6,,1569456000000
4596744,647210c4-7dbc-474d-820b-b5556a3942c7,95531009517.wav,f2d6641d-4647-4b27-9938-bf7e3199439e,1562947416219,1568132156394,,6,,1569801600000
4596744,bc8cc798-978b-4d85-a46c-f895abbbf11d,44729321296.wav,4fdb78dd-b654-45d3-b48c-8a1059a49662,1549912994758,1555097087645,,6,,1569456000000
4596744,0121851b-932b-4ff9-9a1b-6fbdff70b576,95377128715.wav,b0b40482-b301-4c27-bb10-36b7cbe77fe8,1562332017096,1567516070981,,6,,1569888000000
4596744,e155b999-9bc9-496c-94c4-1b74570f2c5f,95377284959.wav,71d8a2f6-7ff0-4183-af1c-9b17a56ffc0f,1562336694854,1567520750697,,6,,1569801600000
4596744,262685b8-ad4d-4069-abc1-0e7e27481fcb,44750733694.wav,7b9a9a9e-0010-4112-a857-e5453bd940d5,1549920564684,1555104646086,,6,,1569456000000
